"","Sesso","Anziano/a","Partner","Persone a carico","Durata del rapporto","Servizio telefonico","Linee multiple","Servizio Internet","Sicurezza online","Backup online","Protezione device","Assistenza tecnica","StreamingTV","StreamingMovies","Termine del contratto","Fatturazione elettronica","Metodo di pagamento","Addebito mensile","Addebito totale","Churn"
"4292","Donna","No","Si","Si",64,"Si","Si","fibra ottica","Si","Si","No","Si","Si","Si","due anni","No","bonifico bancario (automatico)",110.3,6997.3,"No"
"4293","Donna","Si","No","No",31,"Si","Si","fibra ottica","No","No","No","No","No","No","mese per mese","Si","assegno elettronico",73.9,2217.15,"Si"
"4294","Donna","No","No","No",14,"Si","No","fibra ottica","No","No","No","No","Si","Si","mese per mese","Si","assegno per posta",89.8,1129.1,"Si"
"4295","Donna","No","No","No",12,"Si","No","fibra ottica","Si","No","No","No","Si","No","un anno","Si","carta di credito (automatico)",85.15,979.05,"No"
"4296","Uomo","Si","Si","No",67,"Si","No","DSL","Si","Si","No","Si","No","No","un anno","Si","bonifico bancario (automatico)",60.95,4119.4,"No"
"4297","Donna","No","Si","Si",35,"Si","Si","DSL","Si","No","Si","Si","Si","No","mese per mese","No","assegno elettronico",72.25,2568.55,"Si"
"4298","Donna","No","No","No",45,"Si","Si","DSL","Si","No","No","Si","No","Si","due anni","No","assegno per posta",73.55,3349.1,"No"
"4299","Uomo","No","No","No",10,"Si","No","DSL","No","No","No","No","No","No","mese per mese","No","assegno per posta",46,492.1,"No"
"4300","Donna","Si","No","No",29,"Si","Si","DSL","Si","Si","No","No","No","No","mese per mese","Si","bonifico bancario (automatico)",58.55,1718.95,"No"
"4301","Donna","No","No","No",24,"Si","Si","No","No","No","No","No","No","No","un anno","No","bonifico bancario (automatico)",24.6,605.25,"No"
"4302","Uomo","No","Si","Si",66,"Si","No","No","No","No","No","No","No","No","due anni","Si","assegno per posta",19.75,1344.5,"No"
"4303","Uomo","No","No","No",51,"Si","No","fibra ottica","Si","No","No","No","Si","No","un anno","No","assegno per posta",86.35,4267.15,"No"
"4304","Donna","No","Si","No",45,"Si","Si","No","No","No","No","No","No","No","due anni","No","assegno per posta",25.5,1121.05,"No"
"4305","Donna","No","Si","No",49,"Si","No","No","No","No","No","No","No","No","un anno","No","carta di credito (automatico)",19,918.7,"No"
"4306","Donna","No","Si","No",29,"Si","No","No","No","No","No","No","No","No","due anni","Si","assegno per posta",19.55,521.8,"No"
"4307","Uomo","No","Si","Si",40,"Si","Si","fibra ottica","Si","Si","No","Si","Si","Si","mese per mese","Si","carta di credito (automatico)",110.1,4469.1,"No"
"4308","Donna","Si","No","No",37,"Si","Si","fibra ottica","No","No","No","No","Si","Si","mese per mese","Si","assegno elettronico",96.55,3580.3,"Si"
"4309","Uomo","No","No","No",25,"Si","No","fibra ottica","No","No","No","No","No","No","mese per mese","No","assegno elettronico",69.75,1729.35,"No"
"4310","Donna","No","No","No",22,"No","No","DSL","No","No","Si","No","Si","Si","mese per mese","Si","assegno elettronico",50.6,1073.3,"No"
"4311","Uomo","No","No","No",72,"No","No","DSL","Si","Si","Si","Si","Si","Si","due anni","Si","bonifico bancario (automatico)",65.6,4566.5,"No"
"4312","Donna","No","No","No",7,"No","No","DSL","No","Si","No","No","No","Si","mese per mese","Si","carta di credito (automatico)",40.1,293.3,"Si"
"4313","Uomo","No","Si","Si",33,"Si","No","DSL","No","Si","Si","Si","Si","Si","due anni","No","carta di credito (automatico)",82.1,2603.1,"No"
"4314","Donna","No","No","No",23,"Si","No","fibra ottica","No","Si","No","Si","No","No","mese per mese","Si","assegno per posta",79.1,1783.75,"No"
"4315","Uomo","Si","No","No",24,"Si","Si","fibra ottica","No","Si","No","No","Si","Si","mese per mese","Si","assegno elettronico",101.25,2440.15,"Si"
"4316","Donna","No","No","No",1,"Si","No","fibra ottica","No","No","No","No","Si","No","mese per mese","No","assegno elettronico",79.55,79.55,"Si"
"4317","Uomo","No","No","No",69,"Si","Si","DSL","Si","Si","Si","Si","Si","Si","due anni","No","assegno per posta",90.65,6322.1,"No"
"4318","Donna","No","No","Si",3,"Si","No","No","No","No","No","No","No","No","un anno","Si","carta di credito (automatico)",20.55,57.4,"No"
"4319","Uomo","No","No","No",56,"Si","No","DSL","No","Si","No","Si","Si","Si","un anno","Si","bonifico bancario (automatico)",75.75,4284.65,"No"
"4320","Uomo","No","No","No",65,"Si","Si","fibra ottica","Si","No","Si","Si","Si","Si","un anno","Si","carta di credito (automatico)",110,7138.65,"No"
"4321","Uomo","No","Si","No",71,"Si","No","No","No","No","No","No","No","No","un anno","No","assegno elettronico",20.85,1539.75,"No"
"4322","Donna","Si","No","No",14,"Si","Si","fibra ottica","No","No","Si","No","No","No","mese per mese","Si","bonifico bancario (automatico)",80.35,1058.1,"No"
"4323","Donna","No","No","No",2,"Si","No","fibra ottica","No","No","No","No","No","No","mese per mese","Si","assegno elettronico",70.15,123.8,"No"
"4324","Donna","No","No","No",32,"Si","Si","fibra ottica","No","No","No","No","Si","No","un anno","No","assegno elettronico",84.05,2781.85,"Si"
"4325","Uomo","No","No","No",40,"Si","No","DSL","Si","No","Si","No","No","Si","mese per mese","No","assegno elettronico",67.45,2731,"No"
"4326","Uomo","No","No","No",1,"Si","No","No","No","No","No","No","No","No","mese per mese","No","carta di credito (automatico)",20.75,20.75,"No"
"4327","Uomo","No","No","No",1,"Si","No","fibra ottica","No","No","No","No","Si","Si","mese per mese","Si","assegno elettronico",89.1,89.1,"Si"
"4328","Donna","No","No","No",7,"Si","No","fibra ottica","No","No","No","No","No","No","mese per mese","Si","assegno per posta",69.9,497.3,"No"
"4329","Donna","No","Si","No",15,"Si","Si","DSL","No","No","No","No","No","No","mese per mese","Si","assegno elettronico",51.1,711.15,"No"
"4330","Donna","No","Si","Si",17,"Si","Si","fibra ottica","Si","No","Si","No","Si","No","mese per mese","No","assegno elettronico",94.4,1607.2,"Si"
"4331","Uomo","No","No","No",19,"Si","No","fibra ottica","No","Si","Si","No","No","No","mese per mese","Si","assegno elettronico",78.25,1490.95,"Si"
"4332","Uomo","No","No","No",71,"Si","Si","No","No","No","No","No","No","No","due anni","No","bonifico bancario (automatico)",25.55,1898.1,"No"
"4333","Donna","No","Si","Si",54,"Si","Si","DSL","Si","No","No","Si","No","No","due anni","No","bonifico bancario (automatico)",60,3273.95,"No"
"4334","Uomo","No","Si","No",31,"Si","Si","fibra ottica","Si","Si","No","Si","No","No","mese per mese","Si","carta di credito (automatico)",90.55,2929.75,"No"
"4335","Donna","No","No","No",11,"Si","No","fibra ottica","Si","No","No","No","No","No","mese per mese","No","assegno elettronico",76.4,838.7,"No"
"4336","Donna","Si","No","No",18,"Si","No","fibra ottica","No","No","Si","No","No","Si","mese per mese","Si","assegno elettronico",84.95,1443.65,"No"
"4337","Donna","Si","No","No",72,"Si","Si","fibra ottica","Si","Si","No","Si","Si","Si","due anni","Si","bonifico bancario (automatico)",110.1,7746.7,"No"
"4338","Donna","Si","No","No",71,"Si","Si","fibra ottica","No","Si","No","No","Si","Si","mese per mese","Si","carta di credito (automatico)",99.65,6951.15,"No"
"4339","Uomo","Si","No","No",5,"No","No","DSL","No","No","Si","Si","Si","No","mese per mese","No","carta di credito (automatico)",45.4,214.75,"No"
"4340","Uomo","No","Si","No",38,"Si","Si","DSL","No","No","Si","Si","No","Si","un anno","No","carta di credito (automatico)",69,2669.45,"No"
"4341","Uomo","No","No","Si",5,"Si","No","DSL","No","No","No","Si","No","No","mese per mese","Si","bonifico bancario (automatico)",48.65,235.2,"No"
"4342","Uomo","Si","No","No",2,"Si","No","DSL","No","No","No","No","No","No","mese per mese","Si","assegno elettronico",44.15,92.65,"Si"
"4343","Donna","Si","No","No",52,"Si","Si","DSL","Si","No","Si","No","No","No","due anni","No","bonifico bancario (automatico)",59.85,3103.25,"No"
"4344","Donna","Si","No","No",8,"Si","Si","fibra ottica","No","No","No","No","No","No","mese per mese","Si","assegno elettronico",75.75,606.25,"Si"
"4345","Donna","No","No","No",68,"Si","Si","DSL","No","Si","Si","No","Si","Si","due anni","Si","assegno elettronico",80.65,5330.2,"No"
"4346","Uomo","No","Si","Si",69,"Si","No","No","No","No","No","No","No","No","un anno","Si","carta di credito (automatico)",20.55,1403.1,"No"
"4347","Donna","No","Si","No",42,"Si","Si","DSL","Si","Si","No","Si","No","No","mese per mese","Si","carta di credito (automatico)",66.4,2727.8,"No"
"4348","Donna","No","No","No",50,"Si","No","fibra ottica","No","Si","No","Si","Si","Si","due anni","Si","assegno per posta",100.2,5038.45,"No"
"4349","Donna","No","No","No",1,"Si","No","No","No","No","No","No","No","No","mese per mese","Si","assegno per posta",19.1,19.1,"Si"
"4350","Uomo","Si","Si","No",1,"Si","Si","fibra ottica","Si","No","No","No","No","No","mese per mese","Si","assegno elettronico",80.3,80.3,"Si"
"4351","Uomo","No","Si","No",33,"Si","No","DSL","No","No","No","No","No","No","mese per mese","Si","carta di credito (automatico)",44.55,1462.6,"No"
"4352","Donna","No","No","No",7,"Si","No","No","No","No","No","No","No","No","mese per mese","No","assegno per posta",20.35,150.6,"No"
"4353","Uomo","No","Si","Si",64,"Si","Si","fibra ottica","Si","Si","Si","No","No","No","mese per mese","Si","assegno elettronico",91.8,5960.5,"No"
"4354","Donna","No","No","No",1,"Si","No","fibra ottica","No","No","Si","No","No","No","mese per mese","Si","assegno elettronico",74.9,74.9,"Si"
"4355","Uomo","No","No","No",59,"Si","No","No","No","No","No","No","No","No","due anni","Si","bonifico bancario (automatico)",20.2,1192.3,"No"
"4356","Donna","No","Si","No",6,"Si","Si","DSL","No","No","No","No","No","No","mese per mese","No","assegno elettronico",50.35,314.55,"No"
"4357","Donna","No","No","No",3,"Si","No","No","No","No","No","No","No","No","mese per mese","No","assegno per posta",18.8,56,"No"
"4358","Donna","No","Si","No",15,"Si","No","No","No","No","No","No","No","No","mese per mese","No","carta di credito (automatico)",20.45,330.8,"No"
"4359","Uomo","No","Si","Si",13,"Si","No","DSL","No","No","No","No","Si","Si","un anno","Si","assegno elettronico",64.75,877.35,"No"
"4360","Donna","No","No","No",23,"Si","Si","fibra ottica","No","Si","No","No","Si","Si","mese per mese","Si","carta di credito (automatico)",98.7,2249.1,"No"
"4361","Uomo","Si","Si","No",31,"Si","Si","fibra ottica","Si","No","No","No","Si","No","mese per mese","No","assegno elettronico",89.45,2807.65,"No"
"4362","Uomo","No","No","No",29,"Si","No","DSL","Si","Si","No","Si","No","No","un anno","Si","assegno elettronico",58.75,1696.2,"No"
"4363","Donna","No","Si","No",49,"Si","No","No","No","No","No","No","No","No","un anno","No","carta di credito (automatico)",20.7,1032.05,"No"
"4364","Donna","No","Si","No",56,"Si","Si","fibra ottica","No","No","No","No","Si","No","mese per mese","Si","bonifico bancario (automatico)",85.6,4902.8,"No"
"4365","Donna","No","No","No",63,"Si","Si","DSL","Si","Si","Si","Si","No","Si","due anni","Si","carta di credito (automatico)",80.3,4995.35,"No"
"4366","Uomo","No","Si","No",63,"Si","Si","DSL","No","No","Si","Si","Si","Si","due anni","No","carta di credito (automatico)",79.8,5034.05,"No"
"4367","Uomo","Si","Si","Si",24,"Si","Si","fibra ottica","Si","No","No","No","No","No","mese per mese","Si","assegno elettronico",79.85,1857.75,"No"
"4368","Uomo","Si","Si","No",36,"Si","No","DSL","No","No","Si","Si","No","No","un anno","No","carta di credito (automatico)",54.1,1992.85,"No"
"4369","Donna","Si","No","No",9,"Si","No","fibra ottica","No","No","No","No","Si","No","mese per mese","Si","assegno elettronico",80.85,751.65,"Si"
"4370","Uomo","No","No","No",3,"No","No","DSL","No","No","No","No","No","No","mese per mese","No","assegno elettronico",24.75,66.95,"Si"
"4371","Donna","No","Si","No",21,"Si","No","DSL","Si","No","Si","Si","Si","Si","un anno","No","assegno per posta",80.9,1714.95,"No"
"4372","Uomo","No","Si","Si",13,"Si","Si","No","No","No","No","No","No","No","un anno","No","bonifico bancario (automatico)",24.5,343.6,"No"
"4373","Uomo","No","Si","Si",1,"Si","No","No","No","No","No","No","No","No","mese per mese","Si","bonifico bancario (automatico)",20.15,20.15,"No"
"4374","Donna","No","Si","Si",25,"Si","No","No","No","No","No","No","No","No","un anno","No","assegno per posta",20.05,520.1,"No"
"4375","Uomo","No","Si","Si",71,"Si","No","No","No","No","No","No","No","No","due anni","Si","bonifico bancario (automatico)",19.6,1387.45,"No"
"4376","Uomo","No","No","No",66,"Si","Si","fibra ottica","Si","Si","Si","Si","Si","Si","un anno","Si","bonifico bancario (automatico)",114.3,7383.7,"No"
"4377","Donna","No","No","No",45,"Si","No","fibra ottica","Si","Si","No","No","Si","Si","un anno","Si","assegno elettronico",100.3,4483.95,"No"
"4378","Donna","No","Si","No",22,"Si","No","fibra ottica","No","No","No","No","Si","No","mese per mese","Si","carta di credito (automatico)",80,1706.45,"No"
"4379","Donna","No","Si","No",67,"Si","No","No","No","No","No","No","No","No","un anno","Si","bonifico bancario (automatico)",20.85,1327.4,"No"
"4380","Donna","No","Si","No",68,"Si","Si","fibra ottica","No","No","Si","No","Si","No","due anni","Si","bonifico bancario (automatico)",89.95,5974.3,"No"
"4382","Donna","Si","No","No",49,"Si","Si","fibra ottica","No","No","Si","No","No","Si","mese per mese","Si","carta di credito (automatico)",90.85,4515.85,"Si"
"4383","Donna","Si","No","No",4,"Si","Si","DSL","No","No","No","No","No","No","mese per mese","No","assegno per posta",48.75,179.85,"No"
"4384","Uomo","No","Si","No",63,"Si","Si","DSL","Si","Si","Si","Si","No","Si","un anno","No","carta di credito (automatico)",80,5040.2,"No"
"4385","Donna","No","Si","No",2,"Si","No","fibra ottica","No","Si","Si","No","No","No","mese per mese","No","bonifico bancario (automatico)",79.7,165,"Si"
"4386","Uomo","No","No","No",21,"Si","No","No","No","No","No","No","No","No","un anno","Si","assegno per posta",20.35,422.7,"No"
"4387","Uomo","No","Si","Si",55,"Si","No","DSL","Si","Si","No","Si","No","No","due anni","No","bonifico bancario (automatico)",57.55,3046.4,"Si"
"4388","Uomo","No","No","Si",1,"Si","No","No","No","No","No","No","No","No","mese per mese","Si","assegno per posta",20.25,20.25,"No"
"4389","Donna","No","No","No",17,"Si","No","No","No","No","No","No","No","No","due anni","No","assegno per posta",19.4,358.05,"No"
"4390","Uomo","No","No","No",30,"Si","Si","fibra ottica","Si","No","No","No","Si","Si","mese per mese","Si","bonifico bancario (automatico)",100.4,2936.25,"No"
"4391","Uomo","No","Si","Si",22,"Si","No","DSL","Si","Si","No","Si","No","No","mese per mese","Si","assegno per posta",57.95,1271.8,"No"
"4392","Donna","No","No","No",9,"Si","No","DSL","No","No","No","Si","Si","No","mese per mese","Si","bonifico bancario (automatico)",59.5,530.05,"No"
"4393","Uomo","No","Si","Si",1,"Si","No","No","No","No","No","No","No","No","mese per mese","No","assegno per posta",19.2,19.2,"No"
"4394","Donna","No","Si","No",21,"Si","Si","fibra ottica","No","No","No","No","No","Si","mese per mese","Si","assegno elettronico",86.5,1808.7,"Si"
"4395","Uomo","No","No","No",19,"Si","Si","DSL","No","No","Si","Si","No","No","mese per mese","No","assegno elettronico",59.55,1144.6,"No"
"4396","Donna","No","Si","Si",69,"Si","Si","fibra ottica","No","Si","Si","No","Si","Si","mese per mese","Si","assegno elettronico",103.95,7446.9,"Si"
"4397","Uomo","Si","No","No",1,"No","No","DSL","No","No","No","No","No","No","mese per mese","Si","assegno elettronico",25.1,25.1,"Si"
"4398","Donna","No","Si","No",72,"Si","Si","fibra ottica","Si","Si","Si","Si","Si","No","due anni","Si","bonifico bancario (automatico)",103.95,7556.9,"No"
"4399","Uomo","No","Si","Si",70,"Si","Si","DSL","Si","No","Si","No","Si","No","due anni","No","carta di credito (automatico)",68.95,4858.7,"No"
"4400","Donna","No","No","No",66,"Si","Si","fibra ottica","Si","Si","Si","Si","No","Si","mese per mese","Si","bonifico bancario (automatico)",103.1,6595,"No"
"4401","Donna","No","Si","Si",7,"No","No","DSL","No","No","No","No","No","No","mese per mese","Si","assegno elettronico",24.7,149.05,"No"
"4402","Donna","Si","Si","Si",46,"Si","Si","fibra ottica","Si","Si","No","Si","Si","Si","mese per mese","Si","assegno elettronico",110.2,4972.1,"No"
"4403","Uomo","No","No","No",39,"No","No","DSL","Si","Si","No","Si","Si","No","mese per mese","Si","carta di credito (automatico)",48.95,1880.85,"Si"
"4404","Donna","No","Si","Si",32,"Si","Si","DSL","No","Si","Si","No","No","No","mese per mese","No","bonifico bancario (automatico)",62.45,2045.55,"No"
"4405","Uomo","No","No","No",24,"Si","No","fibra ottica","No","Si","Si","No","No","Si","mese per mese","Si","assegno elettronico",89.55,2187.15,"No"
"4406","Uomo","No","Si","Si",6,"Si","No","fibra ottica","No","Si","No","No","No","Si","mese per mese","Si","carta di credito (automatico)",83.55,477.55,"Si"
"4407","Donna","No","No","No",37,"Si","Si","DSL","Si","Si","Si","Si","Si","No","mese per mese","Si","carta di credito (automatico)",78.9,2976.95,"No"
"4408","Uomo","No","No","Si",8,"Si","No","No","No","No","No","No","No","No","mese per mese","No","assegno per posta",20.35,178.7,"No"
"4409","Donna","No","Si","Si",72,"Si","Si","DSL","Si","No","Si","No","Si","No","due anni","Si","bonifico bancario (automatico)",71.45,5025.85,"No"
"4410","Uomo","Si","Si","No",71,"No","No","DSL","Si","Si","Si","Si","No","No","due anni","No","carta di credito (automatico)",46.35,3353.4,"No"
"4411","Donna","No","Si","No",16,"Si","No","fibra ottica","No","Si","No","No","Si","Si","mese per mese","Si","bonifico bancario (automatico)",94.65,1461.15,"No"
"4412","Donna","No","Si","No",57,"No","No","DSL","Si","No","Si","Si","No","Si","mese per mese","Si","bonifico bancario (automatico)",49.9,2782.4,"No"
